estabelecimento_cnpj,estabelecimento_nome,contrato_id,contrato_numero,data_inicio,data_fim,ur_id,client_id,merchant_id,credenciadora,bandeira,data_contrato,data_liquidacao_esperada,data_liquidacao_efetiva,tipo_evento,valor_ur_original,valor_ur_atual,valor_esperado,valor_liquidado,valor_chargeback,eh_futuro,chargeback_data,chargeback_motivo
41991903018786,Loja Centro - Matriz,756aaca5-4c47-4de8-8000-13f6af735250,CTR-2025-001,2025-11-28,2026-06-09,UR-000001,b46e0e19-3002-4abe-a8fb-8020d93648d6,MERCH001,Rede,Elo,2025-11-28,2025-12-28,2025-12-28,LIQUIDACAO_TOTAL,2594.21,2594.21,2594.21,2594.21,0,False,,
41991903018786,Loja Centro - Matriz,756aaca5-4c47-4de8-8000-13f6af735250,CTR-2025-001,2025-11-28,2026-06-09,UR-000002,b46e0e19-3002-4abe-a8fb-8020d93648d6,MERCH001,Cielo,Visa,2025-11-28,2025-12-25,2025-12-25,LIQUIDACAO_TOTAL,2922.0,2922.0,2922.0,2922.0,0,False,,
41991903018786,Loja Centro - Matriz,756aaca5-4c47-4de8-8000-13f6af735250,CTR-2025-001,2025-11-28,2026-06-09,UR-000003,b46e0e19-3002-4abe-a8fb-8020d93648d6,MERCH001,Dock,Elo,2025-11-28,2026-01-06,2026-01-06,LIQUIDACAO_TOTAL,1547.9,1547.9,1547.9,1547.9,0,False,,
41991903018786,Loja Centro - Matriz,756aaca5-4c47-4de8-8000-13f6af735250,CTR-2025-001,2025-11-28,2026-06-09,UR-000004,b46e0e19-3002-4abe-a8fb-8020d93648d6,MERCH001,Cielo,Visa,2025-11-28,2025-12-04,2025-12-04,LIQUIDACAO_TOTAL,1648.77,1648.77,1648.77,1648.77,0,False,,
41991903018786,Loja Centro - Matriz,756aaca5-4c47-4de8-8000-13f6af735250,CTR-2025-001,2025-11-28,2026-06-09,UR-000005,b46e0e19-3002-4abe-a8fb-8020d93648d6,MERCH001,Rede,Mastercard,2025-11-28,2026-02-10,2026-02-10,LIQUIDACAO_TOTAL,2132.85,2132.85,2132.85,2132.85,0,False,,
41991903018786,Loja Centro - Matriz,756aaca5-4c47-4de8-8000-13f6af735250,CTR-2025-001,2025-11-28,2026-06-09,UR-000006,b46e0e19-3002-4abe-a8fb-8020d93648d6,MERCH001,Rede,Visa,2025-11-28,2026-03-12,2026-03-12,UR_PREVISTA,2881.27,2881.27,2881.27,0,0,True,,
41991903018786,Loja Centro - Matriz,756aaca5-4c47-4de8-8000-13f6af735250,CTR-2025-001,2025-11-28,2026-06-09,UR-000007,b46e0e19-3002-4abe-a8fb-8020d93648d6,MERCH001,Dock,Visa,2025-11-28,2026-01-18,2026-01-18,LIQUIDACAO_TOTAL,1051.62,1051.62,1051.62,1051.62,0,False,,
41991903018786,Loja Centro - Matriz,756aaca5-4c47-4de8-8000-13f6af735250,CTR-2025-001,2025-11-28,2026-06-09,UR-000008,b46e0e19-3002-4abe-a8fb-8020d93648d6,MERCH001,PagSeguro,Mastercard,2025-11-28,2026-01-14,2026-01-14,LIQUIDACAO_TOTAL,2090.96,2090.96,2090.96,2090.96,0,False,,
41991903018786,Loja Centro - Matriz,756aaca5-4c47-4de8-8000-13f6af735250,CTR-2025-001,2025-11-28,2026-06-09,UR-000009,b46e0e19-3002-4abe-a8fb-8020d93648d6,MERCH001,Dock,Visa,2025-11-28,2026-03-27,2026-03-27,UR_PREVISTA,2298.49,2298.49,2298.49,0,0,True,,
41991903018786,Loja Centro - Matriz,756aaca5-4c47-4de8-8000-13f6af735250,CTR-2025-001,2025-11-28,2026-06-09,UR-000010,b46e0e19-3002-4abe-a8fb-8020d93648d6,MERCH001,Cielo,Visa,2025-11-28,2025-12-28,2025-12-28,LIQUIDACAO_TOTAL,2342.23,2342.23,2342.23,2342.23,0,False,,
41991903018786,Loja Centro - Matriz,756aaca5-4c47-4de8-8000-13f6af735250,CTR-2025-001,2025-11-28,2026-06-09,UR-000011,b46e0e19-3002-4abe-a8fb-8020d93648d6,MERCH001,PagSeguro,Visa,2025-11-28,2026-05-27,2026-05-27,UR_PREVISTA,1766.63,1766.63,1766.63,0,0,True,,
41991903018786,Loja Centro - Matriz,756aaca5-4c47-4de8-8000-13f6af735250,CTR-2025-001,2025-11-28,2026-06-09,UR-000012,b46e0e19-3002-4abe-a8fb-8020d93648d6,MERCH001,PagSeguro,Elo,2025-11-28,2026-01-27,2026-01-27,LIQUIDACAO_TOTAL,1877.56,1877.56,1877.56,1877.56,0,False,,
41991903018786,Loja Centro - Matriz,756aaca5-4c47-4de8-8000-13f6af735250,CTR-2025-001,2025-11-28,2026-06-09,UR-000013,b46e0e19-3002-4abe-a8fb-8020d93648d6,MERCH001,Stone,Hipercard,2025-11-28,2025-12-11,2025-12-11,LIQUIDACAO_TOTAL,1962.04,1962.04,1962.04,1962.04,0,False,,
41991903018786,Loja Centro - Matriz,756aaca5-4c47-4de8-8000-13f6af735250,CTR-2025-001,2025-11-28,2026-06-09,UR-000014,b46e0e19-3002-4abe-a8fb-8020d93648d6,MERCH001,PagSeguro,Elo,2025-11-28,2026-01-19,2026-01-19,LIQUIDACAO_TOTAL,748.92,748.92,748.92,748.92,0,False,,
41991903018786,Loja Centro - Matriz,756aaca5-4c47-4de8-8000-13f6af735250,CTR-2025-001,2025-11-28,2026-06-09,UR-000015,b46e0e19-3002-4abe-a8fb-8020d93648d6,MERCH001,Rede,Mastercard,2025-11-28,2026-01-02,2026-01-02,LIQUIDACAO_TOTAL,923.86,923.86,923.86,923.86,0,False,,
41991903018786,Loja Centro - Matriz,756aaca5-4c47-4de8-8000-13f6af735250,CTR-2025-001,2025-11-28,2026-06-09,UR-000016,b46e0e19-3002-4abe-a8fb-8020d93648d6,MERCH001,Dock,Mastercard,2025-11-28,2026-05-27,2026-05-27,UR_PREVISTA,1197.86,1197.86,1197.86,0,0,True,,
41991903018786,Loja Centro - Matriz,756aaca5-4c47-4de8-8000-13f6af735250,CTR-2025-001,2025-11-28,2026-06-09,UR-000017,b46e0e19-3002-4abe-a8fb-8020d93648d6,MERCH001,Dock,Visa,2025-11-28,2026-01-06,2026-01-06,LIQUIDACAO_TOTAL,2299.47,2299.47,2299.47,2299.47,0,False,,
41991903018786,Loja Centro - Matriz,756aaca5-4c47-4de8-8000-13f6af735250,CTR-2025-001,2025-11-28,2026-06-09,UR-000018,b46e0e19-3002-4abe-a8fb-8020d93648d6,MERCH001,Stone,Visa,2025-11-28,2026-04-04,2026-04-04,UR_PREVISTA,2702.42,2702.42,2702.42,0,0,True,,
41991903018786,Loja Centro - Matriz,756aaca5-4c47-4de8-8000-13f6af735250,CTR-2025-001,2025-11-28,2026-06-09,UR-000019,b46e0e19-3002-4abe-a8fb-8020d93648d6,MERCH001,Dock,Visa,2025-11-28,2025-12-11,2025-12-11,LIQUIDACAO_TOTAL,1146.04,1146.04,1146.04,1146.04,0,False,,
41991903018786,Loja Centro - Matriz,756aaca5-4c47-4de8-8000-13f6af735250,CTR-2025-001,2025-11-28,2026-06-09,UR-000020,b46e0e19-3002-4abe-a8fb-8020d93648d6,MERCH001,Rede,Visa,2025-11-28,2026-01-30,2026-01-30,LIQUIDACAO_TOTAL,844.44,844.44,844.44,844.44,0,False,,
41991903018786,Loja Centro - Matriz,756aaca5-4c47-4de8-8000-13f6af735250,CTR-2025-001,2025-11-28,2026-06-09,UR-000021,b46e0e19-3002-4abe-a8fb-8020d93648d6,MERCH001,Dock,Hipercard,2025-11-28,2026-01-21,2026-01-21,LIQUIDACAO_TOTAL,1282.7,1282.7,1282.7,1282.7,0,False,,
41991903018786,Loja Centro - Matriz,756aaca5-4c47-4de8-8000-13f6af735250,CTR-2025-001,2025-11-28,2026-06-09,UR-000022,b46e0e19-3002-4abe-a8fb-8020d93648d6,MERCH001,Dock,Visa,2025-11-28,2026-05-27,2026-05-27,UR_PREVISTA,2277.79,2277.79,2277.79,0,0,True,,
41991903018786,Loja Centro - Matriz,756aaca5-4c47-4de8-8000-13f6af735250,CTR-2025-001,2025-11-28,2026-06-09,UR-000023,b46e0e19-3002-4abe-a8fb-8020d93648d6,MERCH001,Rede,Mastercard,2025-11-28,2025-12-14,2025-12-14,LIQUIDACAO_TOTAL,2788.05,2788.05,2788.05,2788.05,0,False,,
41991903018786,Loja Centro - Matriz,756aaca5-4c47-4de8-8000-13f6af735250,CTR-2025-001,2025-11-28,2026-06-09,UR-000024,b46e0e19-3002-4abe-a8fb-8020d93648d6,MERCH001,Rede,Mastercard,2025-11-28,2025-12-26,2025-12-26,LIQUIDACAO_TOTAL,2702.09,2702.09,2702.09,2702.09,0,False,,
41991903018786,Loja Centro - Matriz,756aaca5-4c47-4de8-8000-13f6af735250,CTR-2025-001,2025-11-28,2026-06-09,UR-000025,b46e0e19-3002-4abe-a8fb-8020d93648d6,MERCH001,Rede,Mastercard,2025-11-28,2025-12-11,2025-12-11,LIQUIDACAO_TOTAL,2561.98,2561.98,2561.98,2561.98,0,False,,
41991903018786,Loja Centro - Matriz,756aaca5-4c47-4de8-8000-13f6af735250,CTR-2025-001,2025-11-28,2026-06-09,UR-000026,b46e0e19-3002-4abe-a8fb-8020d93648d6,MERCH001,Dock,Visa,2025-11-28,2025-12-17,2025-12-17,LIQUIDACAO_TOTAL,657.07,657.07,657.07,657.07,0,False,,
41991903018786,Loja Centro - Matriz,756aaca5-4c47-4de8-8000-13f6af735250,CTR-2025-001,2025-11-28,2026-06-09,UR-000027,b46e0e19-3002-4abe-a8fb-8020d93648d6,MERCH001,Cielo,Elo,2025-11-28,2026-03-18,2026-03-18,UR_PREVISTA,855.61,855.61,855.61,0,0,True,,
41991903018786,Loja Centro - Matriz,756aaca5-4c47-4de8-8000-13f6af735250,CTR-2025-001,2025-11-28,2026-06-09,UR-000028,b46e0e19-3002-4abe-a8fb-8020d93648d6,MERCH001,Cielo,Hipercard,2025-11-28,2026-03-30,2026-03-30,UR_PREVISTA,2922.19,2922.19,2922.19,0,0,True,,
41991903018786,Loja Centro - Matriz,756aaca5-4c47-4de8-8000-13f6af735250,CTR-2025-001,2025-11-28,2026-06-09,UR-000029,b46e0e19-3002-4abe-a8fb-8020d93648d6,MERCH001,Dock,Hipercard,2025-11-28,2026-06-02,2026-06-02,UR_PREVISTA,1060.36,978.18,1060.36,0,82.18,True,2026-06-02,Contestação
41991903018786,Loja Centro - Matriz,756aaca5-4c47-4de8-8000-13f6af735250,CTR-2025-001,2025-11-28,2026-06-09,UR-000030,b46e0e19-3002-4abe-a8fb-8020d93648d6,MERCH001,Cielo,Hipercard,2025-11-28,2026-05-26,2026-05-26,UR_PREVISTA,2507.91,2256.8,2507.91,0,251.11,True,2026-05-26,Contestação
41991903018786,Loja Centro - Matriz,756aaca5-4c47-4de8-8000-13f6af735250,CTR-2025-001,2025-11-28,2026-06-09,UR-000031,b46e0e19-3002-4abe-a8fb-8020d93648d6,MERCH001,PagSeguro,Mastercard,2025-11-28,2026-01-12,2026-01-12,LIQUIDACAO_TOTAL,1459.16,1459.16,1459.16,1459.16,0,False,,
41991903018786,Loja Centro - Matriz,756aaca5-4c47-4de8-8000-13f6af735250,CTR-2025-001,2025-11-28,2026-06-09,UR-000032,b46e0e19-3002-4abe-a8fb-8020d93648d6,MERCH001,Rede,Hipercard,2025-11-28,2026-03-08,2026-03-08,UR_PREVISTA,2636.71,2636.71,2636.71,0,0,True,,
41991903018786,Loja Centro - Matriz,756aaca5-4c47-4de8-8000-13f6af735250,CTR-2025-001,2025-11-28,2026-06-09,UR-000033,b46e0e19-3002-4abe-a8fb-8020d93648d6,MERCH001,Stone,Hipercard,2025-11-28,2026-03-24,2026-03-24,UR_PREVISTA,1123.22,1123.22,1123.22,0,0,True,,
41991903018786,Loja Centro - Matriz,756aaca5-4c47-4de8-8000-13f6af735250,CTR-2025-001,2025-11-28,2026-06-09,UR-000034,b46e0e19-3002-4abe-a8fb-8020d93648d6,MERCH001,PagSeguro,Hipercard,2025-11-28,2026-01-19,2026-01-19,LIQUIDACAO_TOTAL,1844.28,1844.28,1844.28,1844.28,0,False,,
41991903018786,Loja Centro - Matriz,756aaca5-4c47-4de8-8000-13f6af735250,CTR-2025-001,2025-11-28,2026-06-09,UR-000035,b46e0e19-3002-4abe-a8fb-8020d93648d6,MERCH001,Rede,Elo,2025-11-28,2026-01-30,2026-01-30,LIQUIDACAO_TOTAL,2361.3,2361.3,2361.3,2361.3,0,False,,
41991903018786,Loja Centro - Matriz,756aaca5-4c47-4de8-8000-13f6af735250,CTR-2025-001,2025-11-28,2026-06-09,UR-000036,b46e0e19-3002-4abe-a8fb-8020d93648d6,MERCH001,PagSeguro,Visa,2025-11-28,2026-01-22,2026-01-22,LIQUIDACAO_TOTAL,2022.52,2022.52,2022.52,2022.52,0,False,,
41991903018786,Loja Centro - Matriz,756aaca5-4c47-4de8-8000-13f6af735250,CTR-2025-001,2025-11-28,2026-06-09,UR-000037,b46e0e19-3002-4abe-a8fb-8020d93648d6,MERCH001,Stone,Visa,2025-11-28,2026-06-07,2026-06-07,UR_PREVISTA,2176.69,2176.69,2176.69,0,0,True,,
41991903018786,Loja Centro - Matriz,756aaca5-4c47-4de8-8000-13f6af735250,CTR-2025-001,2025-11-28,2026-06-09,UR-000038,b46e0e19-3002-4abe-a8fb-8020d93648d6,MERCH001,Cielo,Mastercard,2025-11-28,2026-01-14,2026-01-14,LIQUIDACAO_TOTAL,1998.75,1998.75,1998.75,1998.75,0,False,,
41991903018786,Loja Centro - Matriz,756aaca5-4c47-4de8-8000-13f6af735250,CTR-2025-001,2025-11-28,2026-06-09,UR-000039,b46e0e19-3002-4abe-a8fb-8020d93648d6,MERCH001,PagSeguro,Visa,2025-11-28,2025-12-04,2025-12-04,LIQUIDACAO_TOTAL,777.96,777.96,777.96,777.96,0,False,,
41991903018786,Loja Centro - Matriz,756aaca5-4c47-4de8-8000-13f6af735250,CTR-2025-001,2025-11-28,2026-06-09,UR-000040,b46e0e19-3002-4abe-a8fb-8020d93648d6,MERCH001,PagSeguro,Hipercard,2025-11-28,2025-12-24,2025-12-24,LIQUIDACAO_TOTAL,1774.86,1774.86,1774.86,1774.86,0,False,,
41991903018786,Loja Centro - Matriz,756aaca5-4c47-4de8-8000-13f6af735250,CTR-2025-001,2025-11-28,2026-06-09,UR-000041,b46e0e19-3002-4abe-a8fb-8020d93648d6,MERCH001,Cielo,Elo,2025-11-28,2026-01-29,2026-01-29,LIQUIDACAO_TOTAL,636.77,636.77,636.77,636.77,0,False,,
41991903018786,Loja Centro - Matriz,756aaca5-4c47-4de8-8000-13f6af735250,CTR-2025-001,2025-11-28,2026-06-09,UR-000042,b46e0e19-3002-4abe-a8fb-8020d93648d6,MERCH001,Rede,Hipercard,2025-11-28,2025-12-27,2025-12-27,LIQUIDACAO_TOTAL,1304.44,1304.44,1304.44,1304.44,0,False,,
41991903018786,Loja Centro - Matriz,756aaca5-4c47-4de8-8000-13f6af735250,CTR-2025-001,2025-11-28,2026-06-09,UR-000043,b46e0e19-3002-4abe-a8fb-8020d93648d6,MERCH001,Cielo,Hipercard,2025-11-28,2026-01-01,2026-01-01,LIQUIDACAO_TOTAL,1601.15,1601.15,1601.15,1601.15,0,False,,
41991903018786,Loja Centro - Matriz,756aaca5-4c47-4de8-8000-13f6af735250,CTR-2025-001,2025-11-28,2026-06-09,UR-000044,b46e0e19-3002-4abe-a8fb-8020d93648d6,MERCH001,Stone,Elo,2025-11-28,2026-03-29,2026-03-29,UR_PREVISTA,777.33,777.33,777.33,0,0,True,,
41991903018786,Loja Centro - Matriz,756aaca5-4c47-4de8-8000-13f6af735250,CTR-2025-001,2025-11-28,2026-06-09,UR-000045,b46e0e19-3002-4abe-a8fb-8020d93648d6,MERCH001,Dock,Elo,2025-11-28,2026-01-13,2026-01-13,LIQUIDACAO_TOTAL,2695.27,2695.27,2695.27,2695.27,0,False,,
41991903018786,Loja Centro - Matriz,756aaca5-4c47-4de8-8000-13f6af735250,CTR-2025-001,2025-11-28,2026-06-09,UR-000046,b46e0e19-3002-4abe-a8fb-8020d93648d6,MERCH001,PagSeguro,Hipercard,2025-11-28,2026-01-18,2026-01-18,LIQUIDACAO_TOTAL,1643.3,1643.3,1643.3,1643.3,0,False,,
41991903018786,Loja Centro - Matriz,756aaca5-4c47-4de8-8000-13f6af735250,CTR-2025-001,2025-11-28,2026-06-09,UR-000047,b46e0e19-3002-4abe-a8fb-8020d93648d6,MERCH001,Dock,Elo,2025-11-28,2025-12-28,2025-12-28,LIQUIDACAO_TOTAL,1300.83,1300.83,1300.83,1300.83,0,False,,
